Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
alma-charm-collection,,,,,,,,Pick your charm,alma daily,Pick your accessory ,love pin,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/F3363246-B714-4DB1-8B18-1933C5CB4338.jpg?v=1783059547,10,Alma charm collection — image 10,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1143.png?v=1783060601,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma daily,Pick your accessory ,love pin,scents ,Arabia,,0,,,deny,manual,99.00,109.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/C9986175-0CEE-4515-ABA7-B58D974DF7E1.jpg?v=1783059604,11,Alma charm collection — image 11,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1143.png?v=1783060601,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma daily,Pick your accessory ,love pin,scents ,Leather Luxe,,0,,,deny,manual,99.00,109.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/860FDC87-576D-4CD9-8757-AA7046EFB0EC.jpg?v=1783059604,12,Alma charm collection — image 12,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1143.png?v=1783060601,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,heart,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1145.png?v=1783060799,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,heart,scents ,Arabia,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1145.png?v=1783060799,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,heart,scents ,Leather Luxe,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1145.png?v=1783060799,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,mini heart,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1147.png?v=1783060988,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,mini heart,scents ,Arabia,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1147.png?v=1783060988,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,mini heart,scents ,Leather Luxe,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1147.png?v=1783060988,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,ribbon,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1149.png?v=1783061179,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,ribbon,scents ,Arabia,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1149.png?v=1783061179,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,ribbon,scents ,Leather Luxe,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG-1149.png?v=1783061179,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,long ribbon,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/3BD65A49-EB73-4C98-81D7-7BBE786AED8A.png?v=1783061324,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,long ribbon,scents ,Arabia,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/3BD65A49-EB73-4C98-81D7-7BBE786AED8A.png?v=1783061324,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,long ribbon,scents ,Leather Luxe,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/3BD65A49-EB73-4C98-81D7-7BBE786AED8A.png?v=1783061324,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,love pin,scents ,Vanilla Bloom,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/FD84A973-4545-4480-B368-9C7E99344240.png?v=1783061467,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,love pin,scents ,Arabia,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/FD84A973-4545-4480-B368-9C7E99344240.png?v=1783061467,g,,,,
alma-charm-collection,,,,,,,,Pick your charm,alma iconic,Pick your accessory ,love pin,scents ,Leather Luxe,,0,shopify,0,deny,manual,99.00,109.00,TRUE,FALSE,,,,,,,,,,,,new,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/FD84A973-4545-4480-B368-9C7E99344240.png?v=1783061467,g,,,,
alma-dokhon,Alma Dokhon,"<p>Alma Dokhon… luxury you feel before it’s described.<br>A rich, oil-infused blend crafted to release a deep, warm, captivating scent that lingers beautifully.<br>One touch is enough to leave a lasting, elegant impression.</p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-start-here, collection-alma-dokhon, collection-arabic-and-deep, collection-best-sellers",TRUE,Size,Travel Size Dokhoon — 35g | 4 handcrafted pieces,,,,,,0,,,deny,manual,120.00,150.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/4D4CD465-868B-4A60-893A-647C646DAFE5.jpg?v=1786719284,1,Alma Dokhon — image 1,FALSE,Alma Dokhon,"Alma Dokhon… luxury you feel before it’s described. A rich, oil-infused blend crafted to release a deep, warm, captivating scent that lingers beautifully. One touch is enough to leave a lasting, elegant impression.",,,,,new,TRUE,,,,,,,g,,,active,Alma dokhon
alma-dokhon,,,,,,,,Size,Full Size Dokhoon — 100g | 12 hand crafted pieces,,,,,,0,,,deny,manual,199.00,260.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
luma-perfume,Luma perfume,"<p> </p>
<p><span>Fragrance Notes</span></p>
<p><span>Top: Fresh citrus</span></p>
<p><span>Heart: Soft white florals</span></p>
<p><span>Base: Clean musk with a touch of vanilla</span></p>
<p><span>Scent Style: Fresh • Soft • Warm • Summery</span></p>
<p><span>size : 50 ml </span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-perfumes, collection-soft-and-clean",TRUE,Title,Default Title,,,,,,0,,,deny,manual,180.00,199.00,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/D76A52CF-0869-4343-9532-B3CADDDDA9A8.jpg?v=1755172027,1,Luma perfume — image 1,FALSE,Luma perfume,Fragrance Notes Top: Fresh citrus Heart: Soft white florals Base: Clean musk with a touch of vanilla Scent Style: Fresh • Soft • Warm • Summery size : 50 ml,,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
alma-oud-intense-perfume,Alma Oud Intense Perfume,"<p> </p>
<p dir=""rtl""> </p>
<p><span>Oud Intense</span></p>
<p><span>Our most requested scent — bold, warm, and deeply addictive.</span></p>
<p><span>A refined oud blended with saffron and smoky woods for a confident, long-lasting presence.</span></p>
<p><span>Notes: Oud, powder,Musk, touch of amber </span></p>
<p><span>Size: 50 ml </span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-perfumes, collection-arabic-and-deep, collection-best-sellers",TRUE,Title,Default Title,,,,,,0,,,deny,manual,220.00,239.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/A4325AE3-BAAA-4932-A06A-BAFA1D624566.jpg?v=1776605910,1,Alma Oud Intense Perfume — image 1,FALSE,Alma Oud Intense Perfume,"Oud Intense Our most requested scent — bold, warm, and deeply addictive. A refined oud blended with saffron and smoky woods for a confident, long-lasting presence. Notes: Oud, powder,Musk, touch of amber Size: 50 ml",,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
alma-vanilla-bloom,Alma Vanilla Bloom,"<p><span data-mce-fragment=""1"">Vanilla Bloom is made with vanilla and delicate rare floral notes, harmoniously fused with musk, offering a lasting sensation of pure bliss.</span><br></p>
<p><span data-mce-fragment=""1""><strong>Contains: </strong>Vanilla, Rare florals, White Musk<br><strong data-mce-fragment=""1"">Size:</strong> 25g</span></p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-makhmaria-s-solid-perfume, collection-soft-and-clean",TRUE,Title,Default Title,,,,,,25,,,deny,manual,200.00,225.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/IMG_0012.jpg?v=1711471758,1,Alma Vanilla Bloom — image 1,FALSE,Alma Vanilla Bloom,"Vanilla Bloom is made with vanilla and delicate rare floral notes, harmoniously fused with musk, offering a lasting sensation of pure bliss. Contains: Vanilla, Rare florals, White Musk Size: 25g",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-box-of-minis,Alma Discovery Trio,"<p>(Mix &amp; Match Box – 3 x 10g Jars)<br><span></span></p>
<p><span>Not sure which scent to choose? Try them all.</span></p>
<p><span>The Alma Mix &amp; Match Box lets you pick 3 of your favorite solid perfumes in 10g mini jars. Create your own combination and explore different moods and scents.</span></p>
<p><span>Perfect for discovering your signature scent or gifting someone special.</span></p>
<p> </p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-start-here, collection-alma-makhmaria-s-solid-perfume",TRUE,Choose Your Box,Soft Box ( Vanilla Bloom + Lolo Vanilla + AlmaXEman ),,,,,,5,shopify,0,deny,manual,210.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/FB57649B-64DA-4E58-8EB2-E6BE369DB836.jpg?v=1737278040,1,Alma Discovery Trio — image 1,FALSE,Alma Discovery Trio,(Mix & Match Box – 3 x 10g Jars) Not sure which scent to choose? Try them all. The Alma Mix & Match Box lets you pick 3 of your favorite solid perfumes in 10g mini jars. Create your own combination and explore different moods and scents. Perfect for discovering your signature scent or gifting someone special.,,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-box-of-minis,,,,,,,,Choose Your Box,Bold Box ( Oud + Arabia + Leather Luxe ),,,,,,5,shopify,0,deny,manual,210.00,,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-box-of-minis,,,,,,,,Choose Your Box,Everyday Box ( Oud + Sandalwood + Vanilla Bloom ),,,,,,5,shopify,0,deny,manual,210.00,,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-box-of-minis,,,,,,,,Choose Your Box,Elegant Box ( Sandalwood + Arabia + Lolo Vanilla ),,,,,,5,shopify,0,deny,manual,210.00,,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-box-of-minis,,,,,,,,Choose Your Box,Statement Box ( Leather Luxe + Oud + AlmaXEman ),,,,,,5,shopify,0,deny,manual,210.00,,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,Alma refill pouches,"<p><span>A practical and eco-friendly way to enjoy your favorite scent.</span></p>
<p>Alma Refill Pouch lets you easily refill your solid perfume jar without waste. Lightweight, travel-friendly, and perfect for keeping your signature scent with you anytime.</p>
<p><span>Reusable. Convenient. Sustainable.</span></p>
<p><span>Size: 30g</span></p>
<p><span> </span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-makhmaria-s-solid-perfume, collection-best-sellers",TRUE,Scents,Oud,,,,,,0,shopify,0,deny,manual,160.00,170.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/3A5D71E9-BA2F-4556-8BF6-8A8CEF0530EC.jpg?v=1744278694,1,Alma refill pouches — image 1,FALSE,Alma refill pouches,"A practical and eco-friendly way to enjoy your favorite scent. Alma Refill Pouch lets you easily refill your solid perfume jar without waste. Lightweight, travel-friendly, and perfect for keeping your signature scent with you anytime. Reusable. Convenient. Sustainable. Size: 30g",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
alma-refill-pouches,,,,,,,,Scents,Sandalwood,,,,,,0,shopify,0,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,,,,,,,,Scents,Vanilla Bloom,,,,,,0,shopify,0,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,,,,,,,,Scents,Arabia,,,,,,0,,,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,,,,,,,,Scents,Leather luxe,,,,,,0,,,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,,,,,,,,Scents,AlmaXEman,,,,,,0,shopify,0,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-refill-pouches,,,,,,,,Scents,Lolo Vanilla,,,,,,0,,,deny,manual,160.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-perfumes-box-of-minis,Alma Fragrance Wardrobe,"<p>Alma signature perfumes in a box !</p>
<p>alma perfume , leather luxe , Lolo vanilla </p>
<p>And yes !! Oud intense is in !!</p>
<p>each : 10 ml</p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-start-here, collection-alma-perfumes",TRUE,Title,Default Title,,,,,,0,,,deny,manual,99.00,120.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/16AC0508-F59B-4E6A-8DAD-7682AC8337EB.jpg?v=1747053875,1,Alma Fragrance Wardrobe — image 1,FALSE,Alma Fragrance Wardrobe,"Alma signature perfumes in a box ! alma perfume , leather luxe , Lolo vanilla And yes !! Oud intense is in !! each : 10 ml",,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
luma-summer-kit,Luma summer kit,"<p><span>Luma Summer Kit – Your Summer Scent Ritual</span></p>
<p><span>Step into summer with Luma – a luxurious 3-piece set designed to make you glow, smell irresistible, and feel effortlessly fresh all day.</span></p>
<p><span>Inside the kit:</span></p>
<ul>
<li><span>Hair &amp; Body Perfume (50ml) – A captivating summer scent that lingers beautifully, perfect for layering or wearing on its own.</span></li>
<li><span>Scented Shimmer Gel (50ml) – A lightweight gel base infused with a shimmering mix of gold, pearly white, and pink pigments. Glides onto the skin with a cooling feel, and once dry, the shimmer stays, leaving a luminous glow and a long-lasting fragrance.</span></li>
<li><span>Body Lotion (50ml) – Lightweight yet nourishing, it locks in moisture and enhances your scent for hours.</span></li>
</ul>
<p> Notes : Pear , citrus , coconut powder , woody base.</p>
<p><span>From sun-kissed mornings to vibrant summer nights, Luma is your ultimate warm-weather essential – a fragrance and beauty ritual in one.</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,collection-layering-kits,TRUE,Title,Default Title,,,,,,0,,,deny,manual,230.00,260.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/D76A52CF-0869-4343-9532-B3CADDDDA9A8.jpg?v=1755172027,1,Luma summer kit — image 1,FALSE,Luma summer kit,"Luma Summer Kit – Your Summer Scent Ritual Step into summer with Luma – a luxurious 3-piece set designed to make you glow, smell irresistible, and feel effortlessly fresh all day. Inside the kit: Hair & Body Perfume (50ml) – A captivating summer scent that lingers beautifully, perfect for layering or wearing on its own",,,,,new,TRUE,,,,,,,g,,,active,Layering & kits
luma-summer-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/4424FF00-BCB2-4AC5-ACD8-5138AAC89BA8.jpg?v=1755172027,2,Luma summer kit — image 2,,,,,,,,,,,,,,,,,,,,
lolo-vanilla,lolo Vanilla,"<p><span>A soft, feminine scent designed for hair and skin.</span></p>
<p><span>Notes: Vanilla, soft fruity floral notes, white musk, powder</span></p>
<p><span>Size: 25g</span></p>
<p><span>A delicate blend of creamy vanilla, soft fruit florals, and powdery musk that creates a smooth, comforting fragrance with a gentle sweetness. Perfect for layering or wearing alone.</span></p>
<p><span> </span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-makhmaria-s-solid-perfume, collection-best-sellers, collection-soft-and-clean",TRUE,Title,Default Title,,,,,,0,,,deny,manual,240.00,260.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/3DA549B5-3E70-4E04-B11D-74B662076C54.png?v=1747310168,1,lolo Vanilla — image 1,FALSE,lolo Vanilla,"A soft, feminine scent designed for hair and skin. Notes: Vanilla, soft fruity floral notes, white musk, powder Size: 25g A delicate blend of creamy vanilla, soft fruit florals, and powdery musk that creates a smooth, comforting fragrance with a gentle sweetness. Perfect for layering or wearing alone.",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
lolo-vanilla,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/16A8D013-709E-4B6D-AA96-C37FB269F0E5.png?v=1745812328,2,lolo Vanilla — image 2,,,,,,,,,,,,,,,,,,,,
alma-oud,Alma Oud,"<p><span>A rich, long-lasting scent designed for hair and skin.</span></p>
<p><span>Notes: Oud powder, white musk</span></p>
<p><span>Size: 25g</span></p>
<p><span>A deep, warm fragrance that lingers beautifully throughout the day. Perfect for layering or wearing alone.</span></p>
<p> </p>",My Store,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Makhmaria,"collection-alma-makhmaria-s-solid-perfume, collection-arabic-and-deep",TRUE,Title,Default Title,,,,,,25,,,deny,manual,200.00,225.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/BF24F145-2E97-44D0-BFD6-B52CC07C42A0.jpg?v=1736246739,1,Alma Oud — image 1,FALSE,Alma Oud,"A rich, long-lasting scent designed for hair and skin. Notes: Oud powder, white musk Size: 25g A deep, warm fragrance that lingers beautifully throughout the day. Perfect for layering or wearing alone.",,,,,new,TRUE,,,,,,,g,,,active,Alma Solid Perfumes
